JobID,Account Code,Account Name,Site Code,Site Name,PostCode,Job Type,Status,Visit Date,Portal Status,Allocated Engineer,Parts Due,Total Job Value,Equipment
57449,BROO003,Brooklands Hotel,BROO003,Brooklands Hotel,KT13 0SL,Workshop Repair,250,15/01/2026,Pending Engineer Visit,Steve Batt,,0,i-team i-mop XL Pro
57446,CHAN002,30GS GP LLP for and behalf of 30 GS LP,CHAN00202,The Chancery Rosewood Hotel,W1K 6LE,Arranged Visit,230,27/01/2026,Pending Engineer Visit,Steve Batt,17/01/2026,0,Monthly Service Various machines to be serviced
57445,DEPOT1,LVC,DEPOT111,LVC Hire,,Workshop Hire - Collect/Inspect/Repair,575,15/01/2026,Attended - In Processing,Luke Langlands,,0,Nilfisk  sc530
57442,5009440,ACT Clean / Head Office,500944038,ACT Clean / Langham Hotel,W1B 1JA,Workshop Repair,575,15/01/2026,Attended - In Processing,Luke Langlands,,100.69,NUMATIC VNR200-11; NUMATIC VNR200-11
57441,KARC001,Karcher UK Ltd,KARC00101,"Unit 3, Elia International",HP12 4FX,Breakdown B Rate,250,15/01/2026,Pending Engineer Visit,Peter Hunte,,94,
57440,MEDW001,Medway NHS Foundation Trust,MEDW00101,Medway Maritime Hospital / Main Stores,ME7 5NY,Breakdown B Rate,230,30/01/2026,Pending Engineer Visit,Ciaran McRae,15/01/2026,0,
57439,AZTE001,Aztech Refurbishments Limited,AZTE001,Aztech Refurbishments Limited,MK43 0LN,Workshop Repair,220,14/01/2026,Awaiting Parts for Repair,Luke Langlands,,107.45,REINTEC Buffer; REINTEC Buffer
57431,5001091,Bupa Cromwell Hospital - Vendor No.0000041297,500109102,Bupa Cromwell Hospital / Housekeeping,SW5 0TU,Callback,230,05/02/2026,Pending Engineer Visit,Ray Oram,14/01/2026,0,i-team i-mop XL Pro
57421,WHIT004,St James Group Ltd,WHIT00401,White City Living/ Belvedere Row Appt / Conceirge Dept,W12 7RQ,Arranged Visit,230,25/02/2026,Pending Engineer Visit,Shane Wingfield,23/02/2026,0,Monthly Service Maintenance Agreement - Gold
57420,WHIT004,St James Group Ltd,WHIT00401,White City Living/ Belvedere Row Appt / Conceirge Dept,W12 7RQ,Arranged Visit,230,18/02/2026,Pending Engineer Visit,Shane Wingfield,16/02/2026,0,Monthly Service Maintenance Agreement - Gold
57415,5008967,Pall Mall & Woodcote Park Clubhouses Ltd,500896702,Royal Automobile Club / Woodcote Park,KT18 7EW,Breakdown B Rate,550,15/01/2026,Attended - Further Work Needed,Adrian Chioveanu,13/01/2026,217.54,Bissell BG10
57413,5008032,Principle Cleaning Services Ltd,500803205,Principle Cleaning Ltd/ Lloyds of London,EC3M 7HA,Callback,230,17/01/2026,Pending Engineer Visit,Peter Hunte,13/01/2026,110.85,
57411,5010976,Avalon Cleaning Systems,501097603,Avalon Cleaning Systems / St Albans Cathedral,AL1 1BY,Potential Warranty B Rate customer,575,14/01/2026,Attended - In Processing,Chris Thomas,13/01/2026,164.5,VIPER AS4325B
57409,5009440,ACT Clean / Head Office,500944060,ACT Clean / The London Edition,W1T 3NP,Breakdown B Rate,250,14/01/2026,Pending Engineer Visit,Adrian Chioveanu,,80,
57392,ROSE001,Rosewood London,ROSE00103,Rosewood London,WC1V 7EN,Workshop Repair,500,09/01/2026,Attended,Chris Thomas,12/01/2026,318.21,Sebo XP10 30cm; Sebo XP10 30cm
57392,ROSE001,Rosewood London,ROSE00103,Rosewood London,WC1V 7EN,Workshop Repair,500,15/01/2026,Attended,Luke Langlands,12/01/2026,318.21,Sebo XP10 30cm; Sebo XP10 30cm
57387,TFSG001,Total Facility Solutions Ltd / TFS Group,TFSG00113,TFS Group/ UPS London Hub,SS17 9FD,Breakdown B Rate,600,09/01/2026,Requires Invoicing,Ciaran McRae,12/01/2026,164.5,Fimap MMG PLUS CB; Viper AS530R; Fimap FS60B
57386,PANP001,Pan Pacific London,PANP00102,Pan Pacific London / Spa,EC3A 7AB,Breakdown B Rate,230,16/01/2026,Pending Engineer Visit,Steve Batt,12/01/2026,539.4,
57383,5001043,Greenwich Leisure Limited,500104314,Greenwich Leisure Limited / Hillingdon Sports & Leisure Complex,UB8 1ES,Hire Breakdown,575,08/01/2026,Attended - In Processing,Steve Batt,,89.3,Dolphin Dolphin Wave 100
57383,5001043,Greenwich Leisure Limited,500104314,Greenwich Leisure Limited / Hillingdon Sports & Leisure Complex,UB8 1ES,Hire Breakdown,575,09/01/2026,Attended - In Processing,Steve Batt,,89.3,Dolphin Dolphin Wave 100
57382,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,575,09/01/2026,Attended - In Processing,Luke Langlands,,448.1,Nilfisk FM400L
57380,BERK002,Tetlow Fifty-Three Limited / Tetlow Fifty-Three Limited C/O,BERK00201,Sandringham house,SE1 2QX,Breakdown B Rate,550,15/01/2026,Attended - Further Work Needed,Peter Hunte,09/01/2026,188,FACTORY CAT 40 -C   xr
57379,5009989,Sofitel Heathrow Arora Group,500998902,Sofitel Heathrow T5-Fao Sigita Baltrusaitene,TW6 2GD,Arranged Visit,230,24/02/2026,Pending Engineer Visit,Shane Wingfield,20/02/2026,0,Monthly Service Various machines to be serviced
57378,BART003,Barts Health NHS Trust / Newham University Hospital,BART00301,Newham University Hospital-Receipt & Distribution,E13 8SL,Arranged Visit,230,18/02/2026,Pending Engineer Visit,Ray Oram,20/02/2026,0,MONTHLY SERVICE VARIOUS MACHINES TO BE SERVICE
57377,BART005,Barts Health NHS Trust / The Royal London Hospital,BART00501,The Royal London Hospital (RLH)-Domestic Services,E1 1FR,Arranged Visit,230,19/02/2026,Pending Engineer Visit,Ray Oram,21/02/2026,0,Monthly Service Visit Two
57376,BART005,Barts Health NHS Trust / The Royal London Hospital,BART00501,The Royal London Hospital (RLH)-Domestic Services,E1 1FR,Arranged Visit,230,12/02/2026,Pending Engineer Visit,Ray Oram,07/02/2026,165.26,Monthly Service Visit One
57375,5011100,The Ritz London,501110004,The Ritz London / Back Of House,W1J 9BR,Arranged Visit,230,04/02/2026,Pending Engineer Visit,Adrian Chioveanu,11/02/2026,0,Monthly Service 3 machines to be serviced
57372,5001091,Bupa Cromwell Hospital - Vendor No.0000041297,500109102,Bupa Cromwell Hospital / Housekeeping,SW5 0TU,Arranged Visit,230,05/02/2026,Pending Engineer Visit,Ray Oram,02/02/2026,398.62,i-team i-mop XL; Monthly Service 6 machines to be serviced
57371,GOLD003,Goldsmith University London - AP(Finance) - Supp. 239369,GOLD003,Goldsmith University London - AP(Finance) - Supp. 239369,SE14 6NW,Arranged Visit,230,18/02/2026,Pending Engineer Visit,Chris Thomas,25/02/2026,0,Field Service Up to 15 Machines Per Visit
57370,5002131,Bakkavor Pizza,500213102,Bakkavor Pizza,HA3 8NT,Arranged Visit,230,24/02/2026,Pending Engineer Visit,Ray Oram,03/02/2026,0,Monthly Service Various machines to be serviced
57369,HILT001,Novotel Stansted,HILT00101,NOVOTEL London Stansted,CM24 1SF,Arranged Visit,230,17/02/2026,Pending Engineer Visit,Ciaran McRae,05/02/2026,0,LVC Service of referenced equipment
57368,ALPL002,ALPLA UK Ltd,ALPL00201,ALPLA UK Ltd,HP22 5WJ,Field Service,230,24/02/2026,Pending Engineer Visit,Steve Batt,01/02/2026,0,i-team i-mop XL Pro
57367,NEWL002,Newline Anglia Ltd,NEWL00262,Newline Anglia Ltd / Churchill College,CB3 0DS,Arranged Visit,230,13/02/2026,Pending Engineer Visit,Chris Thomas,01/02/2026,0,i-team i-mop XL; i-team i-mop XL; i-team i-mop XL; Field Service Various machines to be serviced (as listed)
57366,5001474,The Victory (Services) Association,500147403,The Victory (Services) Association / Housekeeping,W2 2HF,Field Service,230,05/02/2026,Pending Engineer Visit,Steve Batt,01/02/2026,0,Sebo X1; Taski Vento 8; Taski Vento 8; i-team i-mop XL; Taski Vento 8; Taski Vento 8; Taski Vento 8; i-team i-mop XL; NUMATIC NRV 240-11; Numatic NRV200; Numatic NRV200; NUMATIC NRV200-11; Sebo X1.1; NUMATIC NRV200-11; Sebo X7; Sebo X7; Sebo XP10 30cm; NUMATIC NRV 240-11; NUMATIC NRV 240-11; NUMATIC NRV 240-11; NUMATIC NRV 240-11; Sebo XP10 30cm; Sebo XP10 30cm; Bissell BG10; NUMATIC VNR200-11; NUMATIC VNR200-11; Field Service Up to 35 machines per visit
57365,WFCL001,Watford Football Club,WFCL001,Watford Football Club,WD18 0ER,Field Service,230,09/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Field Service Up to 7 Machines Per Visit
57364,5006315,Handmade Cake Co,5006315,Handmade Cake Co,SL6 7TU,Field Service,230,16/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,"NILFISK BA551
; MATRIX 4X4 SD 10KW; NILFISK BA551
; Nilfisk BA551CD; NILFISK VHS110 Z22; NILFISK SC530 53 B GO; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed)"
57363,5008094,SPIRE Gatwick Park Hospital,500809402,SPIRE Gatwick Park Hospital,RH6 0BB,Field Service,220,13/02/2026,Awaiting Parts for Repair,Peter Hunte,01/02/2026,26.54,Numatic WV470; Ivac CO6; Z - IMOP  IMOP XL; i-team i-mop XL; Viper DR1500H; Z - IMOP  IMOP XL; SEBO 300 evo; Victor Contractor400; i-team i-vac C5B; NUMATIC WV380; i-team i-mop XL; i-team i-mop XL; Numatic Quick NQ100 V16; Numatic Quick NQ100 V16; Field Service Various machines to be serviced (as listed)
57362,5006477,Dhamecha Group / Wembley,500647707,Dhamecha Group / Hayes,UB3 1RY,Field Service,230,27/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Nilfisk SC800
57361,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Arranged Visit,230,04/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Monthly Service Various machines to be serviced
57360,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Arranged Visit,230,04/02/2026,Pending Engineer Visit,Chris Thomas,12/02/2026,0,Monthly Service Various machines to be serviced
57359,5006975,Sopwell House +,500697505,Sopwell House / Cottonmill Spa,AL1 2HQ,Arranged Visit,230,21/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,NUMATIC TTB1840.36; NUMATIC NUC244NX; LVC Service of referenced equipment
57357,KING005,King George Invoices - FACM,KING00501,Mitie King George Hospital,IG3 8YB,Arranged Visit,230,03/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,MONTHLY SERVICE VARIOUS MACHINES TO BE SERVICE
57356,5002154,Kingston University Service Company,500215403,Kingston University Service Company,KT1 2EE,Arranged Visit,230,13/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,Field Service Up to 10 Machines Per Visit
57354,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,W1H 7BG,Arranged Visit,230,13/02/2026,Pending Engineer Visit,Steve Batt,14/02/2026,0,Monthly Service 12 Machines to be Serviced
57353,5009471,Dorchester Hotel The,500947103,The Dorchester Hotel - Back of House,W1A 1QA,Field Service,230,12/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,i-team i-mop XL Pro; Z - IMOP  IMOP XL; Z - IMOP IMOP XXL; Field Service Up to 3 Machines Per Visit
57352,STCA003,St Catharine's College,STCA00301,St Catharine's College/Housekeeping Dept,CB2 1RL,Field Service,230,13/02/2026,Pending Engineer Visit,Chris Thomas,01/02/2026,0,Field Service Up to 2 Machines Per Visit
57351,5009471,Dorchester Hotel The,500947102,Dorchester Hotel The,W1K 1QA,Arranged Visit,230,16/02/2026,Pending Engineer Visit,Chris Thomas,01/02/2026,0,Field Service Up to 40 machines per visit
57350,CTVO001,CTV Outside Broadcasts Ltd,CTVO00101,CTV Outside Broadcasts Ltd/ Irton House,OX44 7TH,Field Service,230,24/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,KARCHER HDS 745 M ECO ; KARCHER  B90 R ; Field Service Up to 2 Machines Per Visit
57349,5001077,Claridges Hotel,500107702,Claridges Hotel / Housekeeping Dept,W1K 4HR,Arranged Visit,230,26/02/2026,Pending Engineer Visit,Adrian Chioveanu,20/02/2026,0,Monthly Service 15 Machines to be serviced
57348,5001077,Claridges Hotel,500107702,Claridges Hotel / Housekeeping Dept,W1K 4HR,Arranged Visit,230,12/02/2026,Pending Engineer Visit,Adrian Chioveanu,21/02/2026,0,Monthly Service 15 Machines to be serviced
57347,MONT005,Monteagle Primary School,MONT005,Monteagle Primary School,RM9 4RB,Field Service,230,18/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Field Service Up to 2 Machines Per Visit
57346,CPGC001,Crowne Plaza Gerrards cross,CPGC001,Crowne Plaza Gerrards cross,HP9 2XE,Field Service,230,24/02/2026,Pending Engineer Visit,Steve Batt,01/02/2026,0,Numatic TTB 244NX; Bissell DC100; Field Service Up to 2 Machines Per Visit
57345,5010621,One Hyde Park +,501062101,One Hyde Park - Goods Receiving,SW1X 7LJ,Arranged Visit,230,26/02/2026,Pending Engineer Visit,Shane Wingfield,19/02/2026,0,MONTHLY SERVICE VARIOUS MACHINES TO BE SERVICE
57344,PRIN005,Principal Hotel Company / Old YummyHouse,PRIN00501,De Vere- Wokefield Estate,RG7 3AE,Field Service,230,17/02/2026,Pending Engineer Visit,Steve Batt,01/02/2026,0,i-team i-scrub 21B; i-team i-scrub 21B; Field Service Up to 2 Machines Per Visit
57343,5011015,APML Estate Limited/Cheval Residence,501101511,APML Estate Limited / Housekeeping/Apartments,EC3R 6AG,Field Service,230,20/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Nilfisk SC400; Nilfisk SC800; i-team i-mop XL; i-team i-scrub 21B; NILFISK SC100; Rug Doctor Wide Track; Field Service Various machines to be serviced (as listed)
57342,PARE001,Pareto Facilities Management Ltd,PARE00101,Pareto Facilities Management Ltd - LONGCROSS STUDIOS,KT16 0EE,Field Service,230,10/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Viper ROS1300
57341,WRLW001,Whitehall Hotel Limited T/A Raffles London,WRLW00101,The Raffles Hotel at OWO / Housekeeping,SW1A 2EU,Arranged Visit,230,26/02/2026,Pending Engineer Visit,Steve Batt,24/02/2026,0,Monthly Service 10 Machines to be serviced
57340,NOAC001,Essendi UK Hotels 1 Limited,NOAC00101,Novotel Reading Centre,RG1 1DP,Field Service,230,05/02/2026,Pending Engineer Visit,Steve Batt,01/02/2026,0,i-team i-mop XL Pro
57339,STJA001,St James Group Ltd,STJA00102,Riverlight,SW8 5BP,Arranged Visit,230,13/02/2026,Pending Engineer Visit,Shane Wingfield,08/02/2026,0,Nilfisk CS7010; NILFISK floortec r670 b; Karcher B150 R; KARCHER HDS 6/12 C; Karcher KM 70/15C; Sebo Dart; NILFISK attix 751-61; Sebo Dart 1; Bissell BG10; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; NILFISK es420; LVC Service of referenced equipment
57338,5005642,Heatherwood Hospital - Supp No 000003358,500564205,Farnham Centre For Health Hospital - Hotel Services,GU9 9QL,Arranged Visit,230,18/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,i-team i-mop XL; Nilfisk SC500; i-team i-mop XL; Nilfisk FM400H; Monthly Service Various machines to be serviced
57337,5005642,Heatherwood Hospital - Supp No 000003358,500564203,Heatherwood Main Stores,SL5 7GB,Arranged Visit,230,16/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Monthly Service Various machines to be serviced
57336,WEXH001,Frimley Health NHS FT - Supp No 000003358,WEXH00101,Wexham Park Hospital,SL2 4HL,Arranged Visit,230,20/02/2026,Pending Engineer Visit,Ciaran McRae,13/02/2026,0,Monthly Service Various machines to be serviced
57335,5001207,International Students House,500120704,International Students House / 229 Great Portland Street,W1W 5PN,Field Service,230,26/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,i-team i-mop XL QSR; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed)
57334,5010220,Circle Health Group Ltd/Chelsfield Park Hospital  Vendor 105,501022001,Circle Health Group/Chelsfield Park Hospital,BR6 7RG,Field Service,230,19/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,SEBO 300 evo; SEBO 300 evo; Z - IMOP  IMOP XL; Z - IMOP  IMOP XL; Field Service Up to 4 Machines Per Visit
57333,PELL001,Peninsula London  LP,PELL00101,Peninsula London LP / Housekeeping,SW1X 7HJ,Arranged Visit,230,16/02/2026,Pending Engineer Visit,Shane Wingfield,15/02/2026,0,Monthly Service 10 Machines to be serviced
57332,MEDW001,Medway NHS Foundation Trust,MEDW00101,Medway Maritime Hospital / Main Stores,ME7 5NY,Arranged Visit,230,26/02/2026,Pending Engineer Visit,Ciaran McRae,02/02/2026,0,NILFISK SO4500; NILFISK VL500 55-2; Nilfisk FM400L; Field Service Up to 10 Machines Per Visit
57331,HILT005,FREP 4 (Kensington) Ltd T/A Hilton London Olympia,HILT005,FREP 4 (Kensington) Ltd T/A Hilton London Olympia,W14 8NL,Field Service,230,12/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Field Service Up to 9 Machines Per Visit
57330,CROM002,Cornwall Vacuum Services Ltd,CROM00207,Cornwall Vacuum Services / Ashtead Hospital,KT21 2SB,Field Service,230,09/02/2026,Pending Engineer Visit,Chris Thomas,16/02/2026,0,Z - IMOP IMOP XL; Z - IMOP IMOP XL; Field Service Various machines to be serviced (as listed)
57329,ADRI001,Adriatic Land 5 Limited,ADRI00101,Rendall and Rittner - The Landmark East Tower,E14 9AB,Field Service,230,10/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Fimap MMG PLUS CB; Karcher KM 85/50 W; Motorscrubber MS100; Prochem 2100RX-P; KARCHER HDS 6/12 C; Field Service Various machines to be serviced (as listed)
57328,MONA002,Belrun Ltd. T/A Monarch House,MONA00201,Monarch House-T/a Belrun Ltd,W8 6EL,Field Service,230,11/02/2026,Pending Engineer Visit,Chris Thomas,01/02/2026,0,i-team i-mop XL Pro
57327,BROX001,Broxbourne Council - Accounts Payable,BROX00101,Broxbourne Council - Department of Environmental Services,EN8 9XB,Field Service,230,03/02/2026,Pending Engineer Visit,Chris Thomas,22/02/2026,0,Field Service Various machines to be serviced (as listed)
57326,STMA003,St Mary Magdalena C of E School,STMA003,St Mary Magdalena C of E School,SE10 0NF,Field Service,230,25/02/2026,Pending Engineer Visit,Adrian Chioveanu,13/02/2026,0,Viper ROS1300
57325,5008894,County Square Capital Ltd,500889402,County Square Capital Ltd,TN23 1YB,Field Service,230,11/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Nilfisk SC500; Fimap MMG PLUS CB; i-team i-mop XL; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed)
57324,5001784,City Procurement Accounts Payable,500178404,Corporation of London / Smithfield Meat Market,EC1A 9PQ,Field Service,230,17/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Tennant T5; Tennant 7100; NILFISK BR850s; NILFISK BR850s; Tennant T12-C1 Battery Rider SD; Tennant T12-C1 Battery Rider SD; Tennant T300; i-team i-mop XL; Nilfisk FM400L; Z - IMOP  IMOP XL; Z - IMOP  IMOP XL; Tennant T12-C1 Battery Rider SD; Field Service Various machines to be serviced (as listed)
57323,5006477,Dhamecha Group / Wembley,500647708,Dhamecha Group / Lewisham,SE6 3JH,Field Service,230,20/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Nilfisk SC800
57322,5010577,Nomura International PLC +,501057706,Nomura International PLC,EC4R 3AB,Field Service,230,19/02/2026,Pending Engineer Visit,Adrian Chioveanu,01/02/2026,0,imop xl; i-team i-mop XL; Field Service Various machines to be serviced (as listed)
57321,5009486,Hoo Hing Ltd,500948607,Hoo Hing Ltd / Bletchley - MK,MK1 1JA,Field Service,230,17/02/2026,Pending Engineer Visit,Ray Oram,01/02/2026,0,Nilfisk BA611D
57320,5009486,Hoo Hing Ltd,500948606,Hoo Hing Ltd **/ Mitcham,CR4 3FL,Field Service,230,10/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Nilfisk BA611D
57319,5009486,Hoo Hing Ltd,500948603,Hoo Hing Ltd / Park Royal,NW10 7SX,Field Service,230,26/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Nilfisk BA611D
57318,5009486,Hoo Hing Ltd,500948609,Hoo Hing Ltd / Romford,RM8 1RX,Field Service,230,09/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Nilfisk BR755
57317,5008967,Pall Mall & Woodcote Park Clubhouses Ltd,500896703,Royal Automobile Club / Housekeeping Dept,SW1Y 5HS,Field Service,230,23/02/2026,Pending Engineer Visit,Shane Wingfield,01/02/2026,0,Victor Sprite 300; Bissell BG10; Nilfisk ES300
57316,ALMA001,Almacantar Centre Point LP,ALMA00101,Centre Point Residential,WC1A 1DD,Arranged Visit,230,19/02/2026,Pending Engineer Visit,Shane Wingfield,25/02/2026,0,Fimap MAGNA 2017 B PLUS; Z - IMOP IMOP XXL; Z - ISCRUB 30em; Field Service Up to 6 Machines Per Visit
57315,5005496,Equans E&S Solution Ltd,500816670,Equans E&S / 2 Marsham Street,SW1P 4DF,Arranged Visit,230,27/02/2026,Pending Engineer Visit,Shane Wingfield,27/02/2026,0,Monthly Service Various machines to be serviced
57314,5008032,Principle Cleaning Services Ltd,500803277,Principle Cleaning -11-21 Canal Reach,N1C 4DB,Arranged Visit,230,20/02/2026,Pending Engineer Visit,Peter Hunte,01/02/2026,0,Field Service Up to 22 Machines Per Visit
57313,MEDI004,Medirest - Ealing Hospital -vendor  57674,MEDI004,Medirest - Ealing Hospital -vendor  57674,UB1 3HW,Arranged Visit,230,04/02/2026,Pending Engineer Visit,Ray Oram,20/02/2026,448.64,Karcher BDP50/1500C; Karcher T10/1; KARCHER B40W; Karcher B150 R; Monthly Service Various machines to be serviced; Taski Vento 8
57312,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI00301,Medirest - Central Middlesex Hospital,NW10  7NS,Arranged Visit,230,20/02/2026,Pending Engineer Visit,Ray Oram,13/02/2026,0,- Various Machines to be service
57311,5008491,Berkeley Hotel +,500849103,Berkeley Hotel,SW1X 7RL,Arranged Visit,230,20/02/2026,Pending Engineer Visit,Adrian Chioveanu,08/02/2026,0,Monthly Service 7 Machines to be Serviced
57310,5011100,The Ritz London,501110003,The Ritz London / Housekeeping,SW1A 1RD,Arranged Visit,230,04/02/2026,Pending Engineer Visit,Adrian Chioveanu,09/02/2026,0,Monthly Service 5 Machines to be Serviced
57309,5002264,Comojo (UK) Ltd - Metropolitan London Hotel,5002264,Comojo (UK) Ltd - Metropolitan London Hotel,W8 6SA,Arranged Visit,230,20/02/2026,Pending Engineer Visit,Chris Thomas,24/02/2026,0,Monthly Service 5 Machines to be Serviced
57308,22HO001,22 Hotel Management Ltd T/a The Twenty Two,22HO00101,THE 22 Hotel - Goods In(7AM TO 3.30PM),W1K 6LH,Arranged Visit,230,11/02/2026,Pending Engineer Visit,Adrian Chioveanu,19/02/2026,0,Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Bissell BG10; Numatic VNP180
57307,5010636,NLI Operator Ltd / CORINTHIA LONDON HOTEL,501063602,Corinthia Hotel London,SW1A 2BD,Arranged Visit,230,10/02/2026,Pending Engineer Visit,Steve Batt,10/02/2026,28.71,Monthly Service 5 Machines to be Serviced; Sebo Dart 1
57306,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI003,Medirest - Northwick park Hospital -vendor  57674,HA1 3UJ,Arranged Visit,230,25/02/2026,Pending Engineer Visit,Ray Oram,20/02/2026,0,Field Service Up to 15 Machines Per Visit
57305,5011124,Café Royal Hotel +,5011124,Café Royal Hotel +,W1B 5EL,Arranged Visit,230,19/02/2026,Pending Engineer Visit,Steve Batt,10/02/2026,0,Monthly Service Various machines to be serviced
57304,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,CB2 2QQ,Arranged Visit,230,06/02/2026,Pending Engineer Visit,Ciaran McRae,01/02/2026,0,Monthly Service Various machines to be serviced
57303,PINN002,Pinnacle FM Limited,PINN00201,Pinnacle FM Limited,AL10 9BE,Arranged Visit,230,05/02/2026,Pending Engineer Visit,Ciaran McRae,16/02/2026,0,MONTHLY SERVICE VARIOUS MACHINES TO BE SERVICE
