JobID,Account Code,Account Name,Site Code,Site Name,PostCode,Job Type,Status,Visit Date,Portal Status,Allocated Engineer,Parts Due,Total Job Value,Equipment
56809,GOLD003,Goldsmith University London - AP(Finance) - Supp. 239369,GOLD003,Goldsmith University London - AP(Finance) - Supp. 239369,SE14 6NW,Callback,230,26/01/2026,Pending Engineer Visit,Chris Thomas,23/01/2025,382.13,KARCHER hds 7/10-4m
56808,EVER004,Everyone Active / Rainham Leisure Centre,EVER004,Everyone Active / Rainham Leisure Centre,RM13 9YZ,Breakdown B Rate,230,10/12/2025,Pending Engineer Visit,Peter Hunte,28/11/2025,164.5,ARCO XYWR000396
56808,EVER004,Everyone Active / Rainham Leisure Centre,EVER004,Everyone Active / Rainham Leisure Centre,RM13 9YZ,Breakdown B Rate,230,09/12/2025,Pending Engineer Visit,Peter Hunte,28/11/2025,164.5,ARCO XYWR000396
56798,5009184,West Suffolk NHS Foundation Trust,500918402,West Suffolk NHS Foundation Trust / West Suffolk Hospital - Housekeeping,IP33 2QZ,Callback,250,23/12/2025,Pending Engineer Visit,Ray Oram,27/11/2025,414.84,TASKI swingo 450B
56797,5009184,West Suffolk NHS Foundation Trust,500918402,West Suffolk NHS Foundation Trust / West Suffolk Hospital - Housekeeping,IP33 2QZ,Callback,400,23/12/2025,Awaiting Parts for Repair,Ray Oram,19/01/2025,580.7,taski omni; Fimap MXR; VIPER AS 510B; VIPER AS4325B; Taski Ranger 200
56791,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI003,Medirest - Northwick park Hospital -vendor  57674,HA1 3UJ,Workshop Repair,400,19/12/2025,Awaiting Parts for Repair,Luke Langlands,27/11/2025,58.24,INTELLIGENT CLEANING EQUIPMENT i15B
56786,HOLI012,Heathrow Operating Co Ltd / Holiday Inn & Staybridge Suits,HOLI012,Heathrow Operating Co Ltd / Holiday Inn & Staybridge Suits,UB7 0DQ,Workshop Repair,400,02/12/2025,Awaiting Parts for Repair,Steve Batt,27/11/2025,376.27,Bissell DC100; Bissell DC100; TASKI SWINGO 250 MICRO
56786,HOLI012,Heathrow Operating Co Ltd / Holiday Inn & Staybridge Suits,HOLI012,Heathrow Operating Co Ltd / Holiday Inn & Staybridge Suits,UB7 0DQ,Workshop Repair,400,09/12/2025,Awaiting Parts for Repair,Luke Langlands,27/11/2025,376.27,Bissell DC100; Bissell DC100; TASKI SWINGO 250 MICRO
56783,5005546,London Borough of Islington,500554603,Daren Court,N7 0EN,Workshop Repair,400,15/12/2025,Awaiting Parts for Repair,Luke Langlands,,501.37,EWBANK HFP-B01V-1; EWBANK HFP-B01V-1; bosch Athlet; bosch Athlet; Truvox Multiwash 340; Truvox Multiwash 340; i-team i-mop XL; i-team i-mop XL
56782,BART006,Barts Health NHS Trust / Whipps Cross Hospital,BART00601,Whipps Cross Hospital (WXH),E11 1NR,Arranged Visit,600,16/12/2025,Requires Invoicing,Ray Oram,15/12/2025,1757.65,i-team i-mop XL; Ivac CO6; Z - IMOP IMOP XXL; i-team Cobotic 45; i-team i-drive; i-team i-mop XXL Pro; i-team i-mop XXL Pro; i-team i-mop XXL Pro
56777,GLL06,Archway leisure center,GLL06,Archway leisure center,N19 5DD,Hire Breakdown,575,27/11/2025,Attended - In Processing,Steve Batt,,117.5,i-team i-mop XL
56763,KIMP001,Kimpton Fitzroy London-Housekeeping Dept,KIMP001,Kimpton Fitzroy London-Housekeeping Dept,WC1B 5BE,Callback,230,03/01/2026,Pending Engineer Visit,Steve Batt,24/11/2025,99.99,Sebo XP10 30cm; Sebo AUTOMATIC XP 10
56761,5006585,Connaught The,5006585,Connaught The,W1K 2AL,Callback,230,16/01/2026,Pending Engineer Visit,Adrian Chioveanu,24/11/2025,17.32,Sebo AUTOMATIC XP 10; SEBO BS 360
56758,5010935,Prime Hotels (UK) Ltd T/A Bulgari Hotel & Residences +,501093502,Bulgari Hotel & Residences,SW7 1DW,Callback,230,14/12/2025,Pending Engineer Visit,Steve Batt,24/11/2025,132.3,SEBO BS 360
56729,KETT002,Kettering Vets,KETT002,Kettering Vets,NN15 6TD,Potential Warranty B Rate customer,575,25/11/2025,Attended - In Processing,Adrian Chioveanu,20/11/2025,164.5,i-team i-mop XL Pro
56715,5005528,HCA Healthcare UK /  Princess Grace Hospital,500552802,HCA Healthcare / Princess Grace Hospital,W1U 5NY,Callback,230,20/01/2026,Pending Engineer Visit,Steve Batt,19/11/2025,252.88,Bissell DC100; I MOP xl
56710,5008576,TemcoUK Facility Services Limited,5008576,TemcoUK Facility Services Limited,UB8 1AB,Workshop Repair,400,18/11/2025,Awaiting Parts for Repair,Luke Langlands,,526.8,i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700; i-team Cobotic 1700
56691,5010978,Haileybury's school,5010978,Haileybury's school,SG13 7NU,Callback,230,13/01/2026,Pending Engineer Visit,Ciaran McRae,17/11/2025,609.02,Nilfisk SC1500
56689,5009486,Hoo Hing Ltd,500948607,Hoo Hing Ltd / Bletchley - MK,MK1 1JA,Callback,250,05/01/2026,Pending Engineer Visit,Ray Oram,17/11/2025,142.73,Nilfisk BA611D
56677,EVERY001,The SLM Community Leisure Charitable Trust,EVERY00104,Harrow Leisure Centre / Everyone Active,HA3 5BD,Callback FOC,230,09/12/2025,Pending Engineer Visit,Shane Wingfield,17/11/2025,0,ORBOT life
56677,EVERY001,The SLM Community Leisure Charitable Trust,EVERY00104,Harrow Leisure Centre / Everyone Active,HA3 5BD,Callback FOC,230,08/12/2025,Pending Engineer Visit,Shane Wingfield,17/11/2025,0,ORBOT life
56640,BART006,Barts Health NHS Trust / Whipps Cross Hospital,BART00601,Whipps Cross Hospital (WXH),E11 1NR,Arranged Visit,230,24/11/2025,Pending Engineer Visit,Ray Oram,12/11/2025,1366.48,i-team i-mop XL; i-team i-drive; i-team i-mop XXL Pro; i-team i-mop XXL Pro
56640,BART006,Barts Health NHS Trust / Whipps Cross Hospital,BART00601,Whipps Cross Hospital (WXH),E11 1NR,Arranged Visit,230,06/12/2025,Pending Engineer Visit,Ray Oram,12/11/2025,1366.48,i-team i-mop XL; i-team i-drive; i-team i-mop XXL Pro; i-team i-mop XXL Pro
56634,5006315,Handmade Cake Co,5006315,Handmade Cake Co,SL6 7TU,Field Service,230,17/12/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,"NILFISK BA551
; MATRIX 4X4 SD 10KW; NILFISK BA551
; Nilfisk BA551CD; NILFISK VHS110 Z22; NILFISK SC530 53 B GO; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed); ACCESSORIES SPARES"
56634,5006315,Handmade Cake Co,5006315,Handmade Cake Co,SL6 7TU,Field Service,230,16/12/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,"NILFISK BA551
; MATRIX 4X4 SD 10KW; NILFISK BA551
; Nilfisk BA551CD; NILFISK VHS110 Z22; NILFISK SC530 53 B GO; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed); ACCESSORIES SPARES"
56620,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,15/12/2025,Attended,Luke Langlands,,277.96,LMA SD17 Green; LMA SD17 Green
56620,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,10/11/2025,Attended,Luke Langlands,,277.96,LMA SD17 Green; LMA SD17 Green
56615,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,06/01/2026,Attended,Luke Langlands,,459.12,PROCHEM Comanche; PROCHEM Comanche; PROCHEM Comanche
56615,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,10/11/2025,Attended,Luke Langlands,,459.12,PROCHEM Comanche; PROCHEM Comanche; PROCHEM Comanche
56612,WETT001,Wetton Cleaning Services Ltd / Estate House,WETT001,Wetton Cleaning Services Ltd / Estate House,TN13 1XR,Workshop Repair,400,10/11/2025,Awaiting Parts for Repair,Luke Langlands,11/11/2025,469.9,Numatic RSB 150/1.NX
56598,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,07/11/2025,Attended,Steve Batt,,437.33,I mop  xl; I mop  xl
56598,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,12/12/2025,Attended,Luke Langlands,,437.33,I mop  xl; I mop  xl
56597,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,200,07/11/2025,Processing,Luke Langlands,,1080.7,Prochem 2700 RXP
56596,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,400,07/11/2025,Awaiting Parts for Repair,Luke Langlands,,1121.91,Prochem 2700 RXP
56594,5002154,Kingston University Service Company,500215403,Kingston University Service Company,KT1 2EE,Callback,230,18/11/2025,Pending Engineer Visit,Adrian Chioveanu,10/11/2025,1651.35,Orbot Orbot Vibe; Fimap MXR; KARCHER PUZZI 10/1; KARCHER PUZZI 8/1c
56594,5002154,Kingston University Service Company,500215403,Kingston University Service Company,KT1 2EE,Callback,230,09/01/2026,Pending Engineer Visit,Peter Hunte,10/11/2025,1651.35,Orbot Orbot Vibe; Fimap MXR; KARCHER PUZZI 10/1; KARCHER PUZZI 8/1c
56590,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,575,07/11/2025,Attended - In Processing,Luke Langlands,,55.2,KLEEVER 1250 Kg
56551,5008967,Pall Mall & Woodcote Park Clubhouses Ltd,500896704,Royal Automobile Club / Walled Garden Project,KT18 7EW,Potential Warranty B Rate customer,575,06/11/2025,Attended - In Processing,Chris Thomas,06/11/2025,211.5,I MOP xl
56549,CLEA010,Clean My  Solutions Ltd-T/A Stolt,CLEA01003,Stolt Cleaning Services,SE1 1RU,Potential Warranty B Rate customer,575,13/11/2025,Attended - In Processing,Peter Hunte,06/11/2025,141,KARCHER surface cleaner
56546,PRIN010,Principal Tower Residential Development Ltd,PRIN01001,Principal Tower Residential Development LTD,EC2A 2FB,Workshop Repair,575,13/01/2026,Attended - In Processing,Luke Langlands,,1476.32,KARCHER B40W
56545,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Callback,250,16/01/2026,Pending Engineer Visit,Chris Thomas,06/11/2025,11.43,TASKI bora 12
56520,BSHL001,Bow Street Hotel Ltd,BSHL00101,Bow Street Hotel/Nomad Hotel,WC2E 7AW,Callback,230,06/12/2025,Pending Engineer Visit,Shane Wingfield,04/11/2025,276.64,i-team i-mop XL; Bissell BG10; Ivac 30UR; Ivac 30UR
56516,5008905,McCormick (UK) Ltd +,500890502,McCormick  Haddenham,HP17 8LB,Callback,400,04/12/2025,Awaiting Parts for Repair,Ciaran McRae,04/11/2025,980.96,FIMAP MMG 2016 PLUS CB; FIMAP MMG 2016 PLUS BS CB
56514,5008905,McCormick (UK) Ltd +,500890502,McCormick  Haddenham,HP17 8LB,Callback,230,20/12/2025,Pending Engineer Visit,Ciaran McRae,04/11/2025,304.42,Fimap IMX 50 B CB
56513,5008905,McCormick (UK) Ltd +,500890502,McCormick  Haddenham,HP17 8LB,Callback,230,06/12/2025,Pending Engineer Visit,Ciaran McRae,04/11/2025,497.05,NUMATIC TTB4045
56497,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,400,31/10/2025,Awaiting Parts for Repair,Luke Langlands,03/11/2025,787.81,CLEANFIX SDV8000
56491,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,575,04/12/2025,Attended - In Processing,Chris Thomas,,1177.6,i-team i-mop XXL; i-team i-mop XXL; i-team i-mop XXL
56491,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,575,09/12/2025,Attended - In Processing,Chris Thomas,,1177.6,i-team i-mop XXL; i-team i-mop XXL; i-team i-mop XXL
56491,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,575,30/10/2025,Attended - In Processing,Luke Langlands,,1177.6,i-team i-mop XXL; i-team i-mop XXL; i-team i-mop XXL
56488,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,575,30/10/2025,Attended - In Processing,Luke Langlands,,113.99,Karcher HD 4/8 Classic
56488,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,575,14/01/2026,Attended - In Processing,Luke Langlands,,113.99,Karcher HD 4/8 Classic
56485,5009440,ACT Clean / Head Office,500944076,ACT Clean /One Aldwych,WC2B 4BZ,Callback,230,15/11/2025,Pending Engineer Visit,Steve Batt,31/10/2025,462.78,i-team i-mop XL
56480,RIDG002,Ridge Crest Cleaning LTD,RIDG00224,Ridge Crest Cleaning LTD / Metropolitan Academy,BS16 2HD,Callback,200,12/01/2026,Processing,Steve Batt,12/01/2026,915.96,Fimap IMX; BISSELL 48F3N
56480,RIDG002,Ridge Crest Cleaning LTD,RIDG00224,Ridge Crest Cleaning LTD / Metropolitan Academy,BS16 2HD,Callback,200,16/12/2025,Processing,Shane Wingfield,12/01/2026,915.96,Fimap IMX; BISSELL 48F3N
56479,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,15/12/2025,Attended,Steve Batt,,598.44,Nilfisk FM400H; Nilfisk FM400H
56479,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,15/01/2026,Attended,Luke Langlands,,598.44,Nilfisk FM400H; Nilfisk FM400H
56479,5008896,Axminster Services Ltd +,5008896,Axminster Services Ltd +,NW2 7HD,Workshop Repair,500,29/10/2025,Attended,Luke Langlands,,598.44,Nilfisk FM400H; Nilfisk FM400H
56473,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Arranged Visit,230,03/12/2025,Pending Engineer Visit,Ciaran McRae,01/12/2025,0,Monthly Service Various machines to be serviced
56468,5002154,Kingston University Service Company,500215403,Kingston University Service Company,KT1 2EE,Arranged Visit,230,12/12/2025,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Field Service Up to 10 Machines Per Visit
56465,5001077,Claridges Hotel,500107702,Claridges Hotel / Housekeeping Dept,W1K 4HR,Arranged Visit,600,22/12/2025,Requires Invoicing,Steve Batt,20/12/2025,442.39,Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo AUTOMATIC XP 10; NUMATIC VNR200-11; Monthly Service 15 Machines to be serviced
56459,EVERY001,The SLM Community Leisure Charitable Trust,EVERY00120,ECL - London Aquatics Centre-S02LON003,E20 2ZQ,Field Service,230,02/12/2025,Pending Engineer Visit,Ciaran McRae,15/12/2025,0,KARCHER HD 5/12 C; Karcher HD 6/13 CX Plus; KARCHER HD 5/13 C; Nilfisk FM400D; NUMATIC TTB3045.NX; NUMATIC hvr160-11; KARCHER B 40 W Bp; Field Service Up to 7 Machines Per Visit
56453,5001225,Dr Kertesz (Dental Surgery),5001225,Dr Kertesz (Dental Surgery),W1K 4HE,Field Service,230,29/01/2026,Pending Engineer Visit,Ray Oram,01/12/2025,0,Nilfisk 80
56450,5006876,North London Collegiate School +,5006876,North London Collegiate School +,HA8 7RJ,Field Service,250,04/12/2025,Pending Engineer Visit,Adrian Chioveanu,01/12/2025,0,i-team i-mop XL; i-team i-mop XL; i-team i-mop XL; i-team i-mop XXL; i-team i-mop XL; i-team i-mop XXL; i-team i-mop XXL; Field Service Up to 7 Machines Per Visit
56448,5008032,Principle Cleaning Services Ltd,500803206,Principle Cleaning - Walt Disney - Hammersmith,W6 9PE,Field Service,230,16/12/2025,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Nilfisk ES4000
56447,5011161,Standex Electronics UK Ltd +,5011161,Standex Electronics UK Ltd +,TN9 1RA,Field Service,230,24/12/2025,Pending Engineer Visit,Ciaran McRae,20/12/2025,0,Nilfisk GM80P; Nilfisk GM80P; Nilfisk GS81; NILFISK VHS120; Field Service Various machines to be serviced (as listed)
56446,5010003,DB Sheet Metals,5010003,DB Sheet Metals,CB9 8PH,Field Service,230,05/12/2025,Pending Engineer Visit,Ciaran McRae,01/12/2025,0,Nilfisk ATTIX 961-01 13A
56444,CITA002,Citadines Islington Square (London),CITA00201,Citadines Islington Square (London),N1 1WF,Field Service,230,03/12/2025,Pending Engineer Visit,Adrian Chioveanu,03/12/2025,0,KARCHER BRC 45/45 C ; KARCHER PUZZI 10/1; Field Service Various machines to be serviced (as listed)
56439,5008032,Principle Cleaning Services Ltd,500803277,Principle Cleaning -11-21 Canal Reach,N1C 4DB,Arranged Visit,250,19/12/2025,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Field Service Up to 22 Machines Per Visit; Orbot Sprayborg
56438,5001043,Greenwich Leisure Limited,500104320,Greenwich Leisure Limited / New Barnet Leisure Centre,EN4 9BS,Field Service,230,22/01/2026,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Dolphin Wave 100; Dolphin Wave 50; Field Service Up to 2 Machines Per Visit
56436,5008166,Equans E&S Solutions Limited,500816617,Equans E&S Solutions Limited,E17 4EY,Field Service,230,22/01/2026,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Field Service Various machines to be serviced (as listed)
56422,5011124,Café Royal Hotel +,5011124,Café Royal Hotel +,W1B 5EL,Arranged Visit,600,23/12/2025,Requires Invoicing,Steve Batt,10/12/2025,403.05,"Monthly Service Various machines to be serviced; Numatic NRV200; NUMATIC nrv240-11; NUMATIC NRV 240-11; NUMATIC NRV 240-11; NUMATIC VNR200-11; NUMATIC VNR200-11; NUMATIC
 vnr 200-11; NUMATIC VNR200-11; NUMATIC PPR 170-11; NUMATIC PPR 170-11; NUMATIC PPR 170-11; NUMATIC PPR 170-11; i-team i-vac c6; NUMATIC PPR 170-11; NUMATIC PPR 170-11; NUMATIC PPR 170-11; NUMATIC PPR 170-11; NUMATIC NQ 100; NUMATIC PPR 170-11; BISSELL 64P81; NUMATIC PPR 170-11; NUMATIC NRV200-11"
56421,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,CB2 2QQ,Arranged Visit,230,05/12/2025,Pending Engineer Visit,Ciaran McRae,01/12/2025,0,Monthly Service Various machines to be serviced
56416,5008916,Epsom College +,5008916,Epsom College +,KT17 4JQ,Arranged Visit,230,15/12/2025,Pending Engineer Visit,Peter Hunte,14/12/2025,0,Monthly Service Various machines to be serviced
56414,5008686,Radisson Blu Hotel Stansted Airport,500868604,Radisson Blu Hotel Stansted Airport Ltd,CM24 1PP,Arranged Visit,230,10/12/2025,Pending Engineer Visit,Ciaran McRae,20/12/2025,0,Monthly Service Various machines to be serviced
56411,WEST007,Westminster School,WEST00701,Westminster School (College Hall),SW1P 3PF,Arranged Visit,600,10/12/2025,Requires Invoicing,Adrian Chioveanu,19/12/2025,280.11,Monthly Service 12 Machines to be Serviced; NUMATIC nvh 370-2; NUMATIC nvh 370-2; NUMATIC HVR 200-22; NUMATIC HVR 200A; NUMATIC nvh 370-2; Numatic NRV200-22; NUMATIC nvh 370-2; NUMATIC nvh 370-2; PACVAC 01VE001VB; PACVAC 01VE001VB; NUMATIC nvh 370-2; NUMATIC VNR200-11
56406,5010794,The Royal Household,501079445,Buckingham Palace,SW1A 1AA,Arranged Visit,230,11/12/2025,Pending Engineer Visit,Peter Hunte,11/12/2025,0,Field Service Up to 6 Machines Per Visit
56406,5010794,The Royal Household,501079445,Buckingham Palace,SW1A 1AA,Arranged Visit,230,10/12/2025,Pending Engineer Visit,Peter Hunte,11/12/2025,0,Field Service Up to 6 Machines Per Visit
56405,5010794,The Royal Household,501079404,Windsor Castle,SL4 1NJ,Arranged Visit,230,04/12/2025,Pending Engineer Visit,Peter Hunte,01/12/2025,0,Monthly Service 6 machines to be serviced
56403,5008344,The Grove Hotel,500834404,Grove Hotel **,WD3 4TG,Arranged Visit,600,24/12/2025,Requires Invoicing,Steve Batt,16/12/2025,236.86,Monthly Service 5 Machines to be Serviced; Sebo AUTOMATIC XP 10; SEBO  xp10; Sebo Dart 1; Sebo Dart 1; Sebo AUTOMATIC XP 10; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1
56402,5006585,Connaught The,500658505,The Connaught / Housekeeping Department,W1K 2AL,Arranged Visit,600,05/12/2025,Requires Invoicing,Adrian Chioveanu,15/12/2025,134.43,Sebo XP10 30cm; SEBO bs360; Sebo XP10 30cm; Sebo XP10 30cm; Numatic NQS250; Monthly Service 5 Machines to be Serviced
56401,5006585,Connaught The,500658505,The Connaught / Housekeeping Department,W1K 2AL,Arranged Visit,600,15/12/2025,Requires Invoicing,Steve Batt,02/12/2025,155.01,SEBO bs360; SEBO automatic x7; SEBO automatic x7; Sebo XP10 30cm; Sebo XP10 30cm; Monthly Service 5 Machines to be Serviced
56392,5009417,HCA Healthcare UK / Wellington Hospital- Vendor No A105740,500941702,HCA Healthcare UK / Wellington Hospital,NW8 9LE,Arranged Visit,600,11/12/2025,Requires Invoicing,Ray Oram,27/12/2025,55.06,Monthly Service 5 Machines to be Serviced; KARCHER PUZZI 10/1
56382,5010998,Hotel Du Vin - Cannizaro House,5010998,Hotel Du Vin - Cannizaro House,SW19 4UE,Field Service,230,15/12/2025,Pending Engineer Visit,Shane Wingfield,01/12/2025,0,i-team i-mop XL; Steam Clean Systems SC2000T
56365,5008896,Axminster Services Ltd +,500889636,Axminster Services / The Chancery Rosewood,W1K 6LE,Callback,230,23/11/2025,Pending Engineer Visit,Adrian Chioveanu,28/10/2025,306.43,
56313,IJFA001,IJ Facilities Management Limited,IJFA00133,IJ Facilities Management Limited / Next Southampton,SO30 4RT,Callback,230,01/11/2025,Pending Engineer Visit,Peter Hunte,,129.91,Viper AS530R
56311,5005642,Heatherwood Hospital - Supp No 000003358,500564203,Heatherwood Main Stores,SL5 7GB,Callback,230,15/12/2025,Pending Engineer Visit,Ciaran McRae,21/10/2025,584.83,TASKI VACUMAT 22T; Viper LSU135; Z - i-team i-drive; Z - IMOP imop lite; TVX t35
56311,5005642,Heatherwood Hospital - Supp No 000003358,500564203,Heatherwood Main Stores,SL5 7GB,Callback,230,16/12/2025,Pending Engineer Visit,Ciaran McRae,21/10/2025,584.83,TASKI VACUMAT 22T; Viper LSU135; Z - i-team i-drive; Z - IMOP imop lite; TVX t35
56274,WRLW001,Whitehall Hotel Limited T/A Raffles London,WRLW00101,The Raffles Hotel at OWO / Housekeeping,SW1A 2EU,Callback,230,03/01/2026,Pending Engineer Visit,Steve Batt,18/12/2025,277.72,SEBO BS 360; SEBO BS 360; SEBO BS460; SEBO BS 360; SEBO BS460
56256,5010169,Mandeville Primary School (429),5010169,Mandeville Primary School (429),AL1 2LE,Field Service,230,06/11/2025,Pending Engineer Visit,Ciaran McRae,06/11/2025,0,Sebo 470; SEBO  470 Electronic; Sebo 370; Sebo 370 Comfort; BISSELL 64P8E; Field Service Up to 5 Machines Per Visit
56246,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,4089.05,Nilfisk SC6500 1100C
56245,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,1035.41,NILFISK sw5500
56244,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,124,Viper HS350
56243,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,65.72,Viper Fang 20 HD
56242,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,439.19,Viper Fang 20 HD
56237,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Callback,230,17/01/2026,Pending Engineer Visit,Ciaran McRae,15/10/2025,469.22,CLEANWELL CS 12/100
56224,GROV005,140-Grove HR T/A Radisson Blu Heathrow,GROV005,140-Grove HR T/A Radisson Blu Heathrow,UB3 5AW,Callback FOC,230,15/11/2025,Pending Engineer Visit,Peter Hunte,15/10/2025,0,KARCHER hds 7/10-4m
56223,IJFA001,IJ Facilities Management Limited,5009520,IJ Cleaning Services Ltd,EN11 0DJ,Workshop Repair,500,14/10/2025,Attended,Luke Langlands,,1347.62,Nilfisk SC450; Nilfisk SC450
56217,RRLH001,Radisson RED London Heathrow,RRLH00101,Radisson RED London Heathrow - Kitchen,UB7 0DU,Callback,230,06/12/2025,Pending Engineer Visit,Shane Wingfield,15/10/2025,273.89,i-team i-mop XL Pro; LINDHAUS wide track vacuum battery 18 20 26
56217,RRLH001,Radisson RED London Heathrow,RRLH00101,Radisson RED London Heathrow - Kitchen,UB7 0DU,Callback,230,25/11/2025,Pending Engineer Visit,Shane Wingfield,15/10/2025,273.89,i-team i-mop XL Pro; LINDHAUS wide track vacuum battery 18 20 26
56203,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,MEDI001,Medirest FM Contract /Addenbrooke's -vendor  57674,CB2 2QQ,Callback,230,05/12/2025,Pending Engineer Visit,Ciaran McRae,14/10/2025,1080.22,Taski Stealth; NILFISK sc401; Nilfisk FM400D; Nilfisk FM400D; KARCHER BV 5/1 Bp; ACCESSORIES SPARES
56187,5008166,Equans E&S Solutions Limited,500816656,Equans E&S Solutions Limited - Bodyshop,BN17 6LS,Callback,230,20/01/2026,Pending Engineer Visit,Ciaran McRae,10/10/2025,118.38,Viper Fang 20 HD
56184,HILT005,FREP 4 (Kensington) Ltd T/A Hilton London Olympia,HILT005,FREP 4 (Kensington) Ltd T/A Hilton London Olympia,W14 8NL,Callback,230,03/01/2026,Pending Engineer Visit,Peter Hunte,10/10/2025,576.55,i-team i-mop XL Pro; i-team i-scrub 21B
56172,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Callback,250,22/11/2025,Pending Engineer Visit,Ciaran McRae,10/10/2025,322.09,MATRIX GALAXY
56156,5010125,Mansol (Preforms) Ltd +,5010125,Mansol (Preforms) Ltd +,CB9 8PX,Callback,250,22/11/2025,Pending Engineer Visit,Ciaran McRae,08/10/2025,581.29,NILFISK ALTO ATTIX 761-21 XC; NILFISK ALTO ATTIX 30-01 PC; NILFISK MULTI 20 T; NILFISK MULTI 20 T; NILFISK AERO 21-01 PC GB; NILFISK IVB 7-M
56148,ATLA001,Atlas Cleaning Limited,ATLA001322,Atlas FM / Advanced Cleaning Services,CB8 7PJ,Callback,230,22/11/2025,Pending Engineer Visit,Ciaran McRae,08/10/2025,194.48,NUMATIC HFM1515G; ICE ORBIS 200
56134,5008896,Axminster Services Ltd +,500889636,Axminster Services / The Chancery Rosewood,W1K 6LE,Callback,230,15/11/2025,Pending Engineer Visit,Steve Batt,08/10/2025,99.25,i-team i-mop XL Pro
56114,POUL001,Poultry Opco Limited +,POUL00102,The NED Hotel/ Poultry OpCo Ltd,EC2R 8AJ,Callback,230,27/12/2025,Pending Engineer Visit,Chris Thomas,06/10/2025,11.22,NUMATIC hvr160-11
